,chw_supply_temp,chw_return_temp,cw_supply_temp,cw_return_temp,outdoor_temp,outdoor_rh,total_power,ch_kw,chwp_kw,cwp_kw,ct_kw,chwp_freq,cwp_freq,ct_freq,chw_delta_t,cooling_load_approx,system_kw_per_rt,chiller_plr
2024-07-08 13:35:00,6.804253873175169,11.237516115970031,29.796649826614175,33.72700588149844,35.078402985975366,67.7176751517609,445.1138909889245,407.3680607230716,11.24848222306772,17.79360756371341,6.703740479071774,54.51116613362373,59.226401114448144,57.79672456996747,4.4332622427948625,18.557635748339294,23.98548484435887,1.6294722428922865
2024-07-08 13:40:00,6.994045581839631,11.37803614703744,29.39484507825787,33.4011175531747,34.18133012809969,64.32852586876768,439.324984528918,401.9005551179763,11.186061737882763,17.966342104765154,6.272025568293689,54.410147263851925,59.41743447591643,56.52840990280117,4.383990565197808,18.351384505918027,23.939609809125994,1.6076022204719052
2024-07-08 13:45:00,6.889871400257436,11.600564423875458,28.62936121749691,32.74964477444143,34.0547881716508,63.63901142109529,463.8099298232605,426.51917170505703,10.790959750589456,18.00531359687191,6.494484770742063,53.761847949122355,59.46036500686772,57.188986073330625,4.710693023618021,19.718960996865036,23.521012587681373,1.7060766868202282
2024-07-08 13:50:00,7.035138182648655,11.401593084243306,29.65305686555782,33.64407226911686,34.897317434474495,65.96676670902795,435.18148963544,397.7489432233449,11.00142124493168,17.92181599765913,6.5093091695042995,54.10911475207764,59.36830899434264,57.23246645811277,4.3664549015946506,18.277980218075207,23.809057917957826,1.5909957728933797
2024-07-08 13:55:00,6.901183801324564,11.656363142873175,28.955826670591836,33.018568497042054,34.574131977474195,66.18826102367514,479.3296823970925,440.81799825827056,11.60744309203846,18.11481293807923,6.78942810870421,55.08495746336138,59.58065758144249,58.04193652872808,4.755179341548612,19.905180723722488,24.08064960826201,1.7632719930330822
2024-07-08 14:00:00,6.988149828840495,11.403093352413938,29.49357147225199,33.51659035866114,34.92672926535492,61.36398969670903,441.69552941535784,403.9645522097777,11.171329561819077,18.018702469124506,6.540945174636587,54.38625050011247,59.475099730928235,57.32503548484735,4.414943523573443,18.480953589678432,23.900039966662963,1.615858208839111
2024-07-08 14:05:00,7.084692424513876,11.588459249763886,28.349772684846013,32.31967957827654,33.374784420249874,69.40131773579688,450.20415707398206,412.4998676919392,11.213102983157665,17.8841520695303,6.607034329354845,54.45395577516344,59.32669096570386,57.517457956446805,4.50376682525001,18.852767930496544,23.88000312387681,1.6499994707677568
2024-07-08 14:10:00,7.1470420811451465,11.66089258590381,29.339805913798298,33.50677153992712,34.9882161784439,62.77908976393927,452.62452010728066,414.5970320178156,11.315940958904395,18.101067844762415,6.610479285798277,54.619919405791585,59.56558430191676,57.527452895143014,4.513850504758663,18.894978212919764,23.954752157257897,1.6583881280712625
2024-07-08 14:15:00,7.068392479737081,11.659208125223284,29.276917146561654,33.20887289586364,34.590805953224375,63.50796689119523,457.55382770412007,419.3723282637165,11.137681253355938,18.18912340528192,6.854694781765768,54.33159136148747,59.66201689343869,58.22732916166329,4.590815645486202,19.217154292005244,23.80965572485789,1.677489313054866
2024-07-08 14:20:00,7.053998545063196,11.62724164599057,29.17948612180984,32.98888437105456,34.262121353690006,72.91360450492081,458.89227879211614,420.5017655536688,11.36178987581019,18.25401961154881,6.774703751088352,54.69358803436587,59.73288787222555,57.999947288036175,4.573243100927373,19.14359562048198,23.97105997690117,1.6820070622146752
2024-07-08 14:25:00,6.876132607642926,11.476268004046474,28.780265627455723,32.73811556529265,34.15254141053139,65.62931598748041,464.53865349390463,426.09567942008226,11.617599621778124,18.089647367805178,6.735727084239047,55.101019252448424,59.553054461032445,57.88850360090827,4.600135396403548,19.256166769345253,24.124149892252927,1.704382717680329
2024-07-08 14:30:00,6.967095951838879,11.543670514045564,29.04050284836376,33.1679586079373,34.767525747029495,66.56258498409072,463.83030382796005,428.3789866232326,11.989469075980622,18.347806519927087,6.762632238860093,55.68276782834333,59.83501324672065,57.965477719900186,4.576574562206685,19.15754111739718,24.211369349835323,1.7135159464929304
2024-07-08 14:35:00,6.951935773119857,11.48864352664592,28.851271695953415,33.12978787727441,33.97448132302486,65.93638005885771,463.1219541620155,424.4004593427548,11.967735494104996,18.020333965169417,6.733425359986337,55.64910167328862,59.476894726279674,57.88190898728257,4.536707753526063,18.9906586562601,24.38682946941135,1.697601837371019
2024-07-08 14:40:00,6.941434533482836,11.20705065194066,30.17328830543233,34.34994531800736,35.307483129433194,68.64842930465132,428.59118595928095,390.4621541468527,11.210053296632644,18.017456502350846,6.901522013444799,54.449018618068365,59.47372882743915,58.359619962816154,4.2656161184578245,17.855869071864454,24.002818582188944,1.5618486165874108
2024-07-08 14:45:00,6.907920301068295,11.55905359121362,29.750220780271366,34.03489560844052,34.955781377334745,68.76428107784493,466.6414833625859,428.6156405384123,11.433856030318436,17.91921062026969,6.672776173585503,54.80898218384595,59.36543197291631,57.70760029914089,4.651133290145326,19.469643952548335,23.967643399123812,1.7144625621536493
2024-07-08 14:50:00,6.971283589331202,11.472222307171794,29.74007662679287,33.74331163351319,35.326163108159356,66.73846468410584,452.9399066599509,414.8221460883243,11.432208152902051,17.883961657817665,6.8015907609069055,54.80634898576465,59.3264804154752,58.07657482961933,4.500938717840592,18.840929472880717,24.040210293866032,1.6592885843532972
2024-07-08 14:55:00,7.133388047855985,11.81133973526099,29.50556610697641,33.62974354676027,34.773926975667685,69.27613962541993,468.1668119339189,430.3516884389987,11.362800972111453,17.990617002007717,6.461705520801014,54.695210397415934,59.444182695679274,57.09260815252706,4.677951687405005,19.58190576347735,23.908133232216205,1.7214067537559947
2024-07-08 15:00:00,6.8791540646214,11.368891274138532,28.753487246269493,32.6822614428773,33.93296010756876,67.2225098005645,450.3701298258548,412.4505772609192,11.305858096803952,17.931878086000847,6.681816382130845,54.603691891894634,59.37941756742429,57.733649093630845,4.4897372095171315,18.794039959038713,23.963454946750606,1.6498023090436769
2024-07-08 15:05:00,6.901836537703599,11.338067614477572,29.377196490187533,33.18942849425311,35.02994468445482,63.78354704982833,446.30122902455025,408.0413168135989,11.337812057254904,17.997384010070363,6.924716143626133,54.65508598574736,59.45163489217101,58.424923774753054,4.436231076773972,18.57006328737585,24.033371460179737,1.6321652672543956
2024-07-08 15:10:00,7.156266369534832,11.623961695625828,29.214140938989782,33.056731145941015,34.99662271146954,66.24873143411777,445.8695099347424,407.8911642243969,11.076202175387015,18.044719894856694,6.857423640101806,54.2314382278305,59.50371157326291,58.235054915422985,4.467695326090997,18.701772635016912,23.841029331086144,1.6315646568975877
2024-07-08 15:15:00,7.014191816470639,11.281285618936352,30.03007706463113,34.35525291000192,35.571340865970825,67.04188130405537,431.82241602673986,393.50296173229697,11.401086999761732,18.33877510392023,6.579592190760927,54.75657187602714,59.82519402415206,57.43771504841062,4.267093802465713,17.862054657121472,24.175405591124164,1.574011846929188
2024-07-08 15:20:00,7.025522167567952,11.633779608930602,29.949322003061692,33.920687273704864,35.57508119852454,67.34570257781517,461.9134633131794,423.83697504423,11.295788476303033,18.041901834868757,6.738797957777566,54.58747605728852,59.50061382944226,57.897299546427305,4.6082574413626505,19.290165649544054,23.945541562733926,1.6953479001769198
2024-07-08 15:25:00,6.945727464081776,11.301978861058672,29.105570785993784,32.976360822291326,34.358524015829424,63.005248319184915,432.81017997036025,395.1525449364876,10.820786084599176,18.15383100759421,6.683017941679305,53.81133516663338,59.62340446018016,57.73710954288592,4.356251396976895,18.235268347745283,23.734785346543884,1.5806101797459502
2024-07-08 15:30:00,6.970963403800567,11.313293680092348,30.034345523660384,34.2773399468474,35.801328056105476,64.5957130794877,435.1271961800942,397.4051178371514,11.095584368056045,17.91745704071839,6.709036934168298,54.263052904778725,59.363495403168706,57.8119418044906,4.342330276291782,18.176994536557398,23.938346644984158,1.5896204713486057
2024-07-08 15:35:00,6.856001332896991,11.61793232435402,29.398656117837547,33.4276288166635,34.62143860606747,66.42280851988382,477.71566168269806,439.58603456716,11.367327916646683,18.03175771698865,6.730541481902755,54.702472964397785,59.489460267706995,57.87364433760083,4.76193099145703,19.933443130239127,23.96553663917706,1.75834413826864
2024-07-08 15:40:00,6.861311525988832,11.072049627296249,29.598305108712324,33.53391759344069,35.25457405078889,64.53426796849045,419.1527959741816,381.7944779448085,10.752042482931447,18.04078758618471,6.565487960256975,53.69713994181634,59.49938890599915,57.39664389473729,4.210738101307417,17.626149692072847,23.780167722204844,1.527177911779234
2024-07-08 15:45:00,7.012094856984349,11.49886498390256,28.51745960966154,32.687581529522255,34.325307112346735,64.5445123311669,451.95232792815574,414.2032636756512,11.325572328392033,17.61254903947352,6.8109428846390285,54.635411281289,59.02483015077819,58.10318088819461,4.486770126918212,18.781619751279635,24.063543715251885,1.6568130547026048
2024-07-08 15:50:00,7.065499392915249,11.715104356815122,29.94993220693633,33.843999432321226,36.19432654695216,66.59161245095665,464.633967480102,427.3680874724786,11.154952255719596,17.571596790464902,6.539330961438878,54.35966053213151,58.97904697215468,57.32031942626002,4.649604963899873,19.463246378884868,23.87237763090593,1.7094723498899143
2024-07-08 15:55:00,6.773547402291854,11.007204168502504,29.806677325117015,33.51170671745741,35.66296726532887,64.02655360605115,426.9698375729343,389.8519194420372,11.191675476912938,17.650212195477263,6.276030458506902,54.41924767508544,59.06687363243733,56.54043907925709,4.23365676621065,17.722087223357782,24.092525456605717,1.5594076777681487
2024-07-08 16:00:00,6.978757335769708,11.296532403620487,29.322645170483817,33.04200239290678,35.13386858500148,68.60831799711576,432.2686841128491,394.76005250199535,10.928020073613174,17.926746245363972,6.6538652918765555,53.988507963729994,59.3737525206926,57.653033597576815,4.317775067850779,18.074206434023363,23.916329919699,1.5790402100079814
2024-07-08 16:05:00,7.072281384115827,11.056058175971993,28.85356374943974,32.50971740406423,34.35418170473454,61.91973331281504,402.5258740632888,365.2582961185375,10.994167525300105,17.994056768777714,6.279353650673431,54.09721996644736,59.447970986986874,56.55041680809235,3.9837767918561653,16.67608965070991,24.1379053779645,1.46103318447415
2024-07-08 16:10:00,7.161177866209567,11.542600565339992,29.630380926494237,33.277395040556584,34.99346900225849,68.07227091256715,443.76919554811576,406.2316048781779,11.339524641302411,17.679360181040014,6.518705847595353,54.65783774288958,59.099370569544774,57.25999300890568,4.381422699130425,18.34063541855996,24.195955342912484,1.6249264195127116
2024-07-08 16:15:00,6.952725393998849,11.151516371329194,29.439431783009063,33.22496051483325,34.98061883029349,67.18112084043501,422.4578504965875,385.04128547697474,10.941784776442342,18.06839101096783,6.406389232202601,54.01116604722435,59.52971925163955,56.92922475426313,4.198790977330345,17.576139031104827,24.03587327961823,1.540165141907899
2024-07-08 16:20:00,7.105011525783029,11.28870417780942,30.043552459947797,34.02873358970978,35.96792228431874,62.77852806634757,423.3513048974615,385.8547346757898,11.099403222055418,17.91190099205285,6.485266007563425,54.269277570389214,59.35735873309224,57.16191380153389,4.183692652026391,17.512937441382473,24.173631997171235,1.5434189387031592
2024-07-08 16:25:00,7.071987506787134,11.130701881878055,29.71571733682069,33.24193825187988,35.57963969645729,65.080656251432,412.9123406571372,375.7567705889952,11.193869083223085,17.68287559304961,6.278825391869261,54.42280289512157,59.1032874697422,56.54883097113267,4.058714375090921,16.989778374130594,24.303574276510645,1.5030270823559808
2024-07-08 16:30:00,6.848113228971664,10.905740827826376,29.82555565476652,33.38334947247437,35.55163481719702,64.84597254848359,408.73743805399704,372.2205768783648,10.856201625378088,17.656979869883394,6.003679680370757,53.86997792336731,59.07442206459453,55.71045005201383,4.057627598854712,16.985229128805823,24.064287561526353,1.4888823075134592
2024-07-08 16:35:00,7.1097709405232745,11.157037847175213,29.26891618823267,32.90025164507929,34.290794655465845,64.79299047777184,412.5205140424261,375.2986289430685,11.177842237875824,17.908200184010788,6.135842677470967,54.39681716904564,59.35327047688764,56.11628357405406,4.047266906651938,16.94185927124501,24.34918785700143,1.501194515772274
2024-07-08 16:40:00,6.868830815773227,11.025392322151651,29.089284225161087,33.48096359694335,34.382204738638364,63.76440834919955,419.1264692350042,382.53768436770736,10.891908697455449,17.680793676618705,6.016082493222717,53.92897443661296,59.10096784448199,55.74878715263839,4.1565615063784245,17.399366465700083,24.0886051834842,1.5301507374708294
2024-07-08 16:45:00,6.941602236217292,10.887147523400836,28.931514520238213,32.45235789288105,34.54328356769521,61.6379223573595,401.9712535345338,365.2714887969517,11.04929667504767,17.65006796962915,6.000400092905216,54.18749094279341,59.066712746871104,55.70030402034338,3.9455452871835437,16.516052572150315,24.33821591318651,1.4610859551878068
2024-07-08 16:50:00,7.14732632038043,11.24411436078672,29.405383299470145,32.92663392880419,34.35803028986143,67.36056933188819,418.0536902770514,380.922547883146,11.154921012854023,17.667483063889325,6.308738317161984,54.35960978178275,59.0861331486865,56.63849008819031,4.096788040406289,17.149154737140726,24.377509952234146,1.523690191532584
2024-07-08 16:55:00,6.901060832497006,10.446855995121496,28.8390605878461,32.025687976670106,34.70015098554518,65.09881914173498,359.8055061253451,323.96644479346946,10.545805072862157,17.487062779938523,5.806193479074981,53.35159536213992,58.884315456403904,55.092776986210694,3.54579516262449,14.842698550746114,24.241245949663135,1.295865779173878
2024-07-08 17:00:00,7.071469362421935,11.21346443610656,29.37595497321716,32.97963235676451,34.7972499066034,64.0181586889362,416.6645523403331,380.7006302184758,10.696271554571808,17.433056680304972,5.83459388698058,53.60413645791907,58.82363456641836,55.18245783785496,4.141995073684626,17.338391378443845,24.031326969487846,1.522802520873903
2024-07-08 17:05:00,7.043214266505132,10.946761579866848,29.15567605877667,32.76316293603415,34.521548158018824,63.196151029940985,395.130816212874,359.25258165603134,10.69741221458376,17.217378265280527,5.963444076978367,53.6060418546193,58.58004234141942,55.585717116151905,3.9035473133617167,16.340249053732144,24.18144392497037,1.4370103266241254
2024-07-08 17:10:00,7.099359480508855,11.039343457897925,29.388942407448468,33.19672444487053,34.51409339031682,63.706665004147226,397.2254098333803,361.19510638494415,10.531856348473363,17.369511518842724,6.128935581120058,53.3280626227392,58.75207495446661,56.09521903415269,3.93998397738907,16.492772929350647,24.08481651538871,1.4447804255397767
2024-07-08 17:15:00,6.957920792541304,10.60261861231771,29.51883517778851,33.24421370764536,34.71797297584413,64.87094396024408,374.0477671398062,337.89921889707557,10.84936929951439,17.65942667242387,5.639752270792396,53.8586745689913,59.07715066957866,54.56123245967253,3.6446978197764066,15.256705073584039,24.516942900564082,1.3515968755883023
2024-07-08 17:20:00,6.95751767260331,10.789457926812265,29.995675502266806,33.34840555068734,35.280062420351165,66.57326256014485,391.48280997199487,355.60356302642913,10.836649262485398,17.048439098755072,5.9941585843252705,53.83761797647149,58.387813895468,55.68098450103929,3.8319402542089547,16.040501904118685,24.405895296298347,1.4224142521057166
2024-07-08 17:25:00,7.0762448039099,10.980563090382748,29.65543031559688,33.31879241554352,35.04346518094761,67.89442571910575,396.7480408422638,361.47301026964175,10.715983136776924,17.069927692996323,5.4891197428488105,53.63704430923651,58.412335109311535,54.07108249817046,3.904318286472848,16.343476347175343,24.275621196761733,1.445892041078567
2024-07-08 17:30:00,7.0535663804917,10.503273468100112,30.1552760417646,33.36111695035483,35.721663949088544,67.688168685067,361.1939494618643,325.00511079057736,11.243824060139051,17.17568597572691,5.7693286354209805,54.50364046787168,58.532719802961296,54.97593048183884,3.4497070876084113,14.440473868728809,25.01261057949341,1.3000204431623095
2024-07-08 17:35:00,7.064735795724872,10.590345068483618,29.638737571920416,32.93005260986584,35.03367968679345,64.44594794043272,363.31182512114714,327.51213880448535,10.732083610482109,17.62328549728473,5.444317208894987,53.66389360119019,59.03682139011758,53.923569928051066,3.5256092727587456,14.758200415768108,24.617623753975707,1.3100485552179413
2024-07-08 17:40:00,7.060044147272206,10.787126943343342,28.92809177826384,31.932670298285693,34.24332611209938,62.56984456365392,378.4782038785317,343.23822431138683,10.410314075468431,17.177800014886515,5.651865476789945,53.12212524596683,58.53512117013252,54.60026720245984,3.7270827960711355,15.601568584353773,24.258984077927476,1.3729528972455474
2024-07-08 17:45:00,6.98438494799438,10.69796709267206,29.52128513977544,32.74401271123427,34.81060284868183,62.28174684700035,382.2175462569413,346.5615560386706,10.784308881199822,17.390867060782423,5.480814276288532,53.750800537768235,58.776143344764584,54.04379747618102,3.71358214467768,15.54505485762077,24.58772579175325,1.3862462241546822
2024-07-08 17:50:00,6.919378003897705,10.321988379570229,29.134652698880995,32.32507310189647,35.368058222732785,63.16452711425289,314.6843689306739,279.74248525025416,10.603355411105476,16.82997020023567,5.5085580690785605,53.448469078440354,58.13733544201732,54.13483364882135,3.4026103756725234,14.243327032565183,22.093459499399003,1.1189699410010165
2024-07-08 17:55:00,6.8543710598010295,10.080242673454388,29.185559425967533,32.42549985745242,34.72282308497798,62.26993034048392,334.2787167892139,299.26366870684177,10.496595097656035,17.16221289343271,5.356240091283397,53.26848095548435,58.51741090552867,53.63119919033157,3.225871613653358,13.503498574752957,24.75497108684143,1.1970546748273672
2024-07-08 18:00:00,6.999575987950712,10.198517466017634,29.172092805340224,32.26046240732947,34.5719005614148,68.56533712815074,335.22252744002145,300.03475515711517,10.7963569965698,17.060171783956626,5.3312435023799045,53.770809696148454,58.401204930805456,53.5476400842239,3.1989414780669225,13.390769027188137,25.03385180936193,1.2001390206284608
2024-07-08 18:05:00,7.048531973938716,10.586261027112478,28.5623426467766,31.625054752680413,34.087431439500925,67.83564489308095,361.6294527558244,327.43216011963307,10.325169660873533,16.813497818739243,5.0586251565785645,52.976902611141675,58.11836188938477,52.61888758078534,3.537729053173762,14.808933816585368,24.419681878165665,1.3097286404785322
2024-07-08 18:10:00,7.18554209836462,10.350771695880034,29.0133082605921,31.75409685101427,34.31516185203428,64.80110675506548,335.5869933048178,300.36217046607345,11.07453444464874,17.020369067435176,5.129919326660385,54.2287162365805,58.3557513689822,52.8649315721592,3.165229597515414,13.249651095199523,25.327987197066964,1.2014486818642938
2024-07-08 18:15:00,6.974066318638058,10.25960446193806,29.305676005219677,32.17336697625081,35.127999946013965,64.73660450203377,337.69302395658224,303.6412521576489,10.17984388385148,16.69836313035108,5.173564784730738,52.72717902691623,57.9853978524575,53.01443368607602,3.285538143300003,13.75326266785381,24.55366643624782,1.2145650086305957
2024-07-08 18:20:00,6.988569968311435,10.281555786336236,28.5660249580472,31.47938201769942,33.7784218966444,67.9121158204194,340.58123242868595,306.41950182028137,10.339667643088324,16.86171014115484,4.960352824161405,53.00168667475168,58.173859903465726,52.275920088007226,3.2929858180248015,13.784438634251819,24.707660679224443,1.2256780072811255
2024-07-08 18:25:00,6.962029359847713,10.471412208123846,29.40235651643465,32.382721722425046,35.08239446327073,68.60239461542291,361.67646350005793,327.22167246807294,10.35110118735399,16.982210622529884,5.121479222101154,53.021215796944546,58.312108937324325,52.83592328800645,3.5093828482761333,14.690276602883895,24.62012617441499,1.3088866898722917
2024-07-08 18:30:00,7.030154536931861,9.902793394027318,29.34862277915187,32.258376282725365,34.273428190746664,74.05958892398661,305.8207037779911,270.85115969498446,10.64892322869169,17.261115501245158,5.059505353069828,53.52492442085567,58.6296039457823,52.62193928441326,2.872638857095457,12.024866255801584,25.432358021482624,1.0834046387799379
2024-07-08 18:35:00,6.858240955559617,9.954618744000364,29.351500655200564,32.02879748008208,34.83754000113168,68.52289913911014,318.8733744344901,285.405591755737,9.898425472345409,16.81874434055236,4.750612865855259,52.23675655311784,58.12440638899419,51.52848526730175,3.096377788440747,12.961437422412967,24.60169841063253,1.1416223670229482
2024-07-08 18:40:00,7.084975094762853,9.46834052284242,28.3193523841543,30.85401636752824,33.33443693952578,66.39920306612078,255.99846486714864,222.88274646470987,10.28401977830541,16.29992279584967,4.531775828283693,52.906430942805855,57.520482895737295,50.72479518536169,2.383365428079567,9.976767681941066,25.6594593588193,0.8915309858588395
2024-07-08 18:45:00,7.262576915222741,10.153327254373218,28.953148592781936,31.699136836709823,34.43683807670724,68.77262317630274,301.85671980171315,268.4310721437392,10.016580511141395,16.57643008537792,4.8326370614546725,52.443780709571115,57.84391460950168,51.82335864686095,2.890750339150477,12.100680919683898,24.94543255914548,1.0737242885749567
2024-07-08 18:50:00,7.05215422548972,9.679488886849018,29.057564456473525,31.643497313897825,34.41757298246297,68.19329604157817,279.2319002153236,245.92418689344316,10.2056744532118,16.25896548255202,4.84307338611661,52.771738410619136,57.472264662601255,51.86063688148257,2.6273346613592983,10.998022892450022,25.389281595968683,0.9836967475737727
2024-07-08 18:55:00,7.003654728867503,9.63471554341938,29.401792267522264,31.751944874016186,34.59768884174449,65.99684814716856,276.64615350076906,243.88140808656885,9.859254862756083,16.2598431656551,4.64564738578906,52.16776071152614,57.473298790059914,51.14614555111993,2.6310608145518772,11.013620569714158,25.118547688260247,0.9755256323462754
2024-07-08 19:00:00,6.960395137398086,9.486311875597575,28.625606973678796,30.768419403941262,33.896999405311725,68.08488265411286,270.9122575587818,237.58646752261768,10.24735515287646,16.494064249422962,4.5843706338646735,52.84348200694416,57.74794952834316,50.92027454458137,2.5259167381994896,10.573487466103064,25.621845056069137,0.9503458700904708
2024-07-08 19:05:00,6.986844567904666,9.841266317071415,29.2217524403361,31.64157417864279,34.232565742000084,66.87918272586997,299.8973259584202,266.8982569993927,10.013309758463498,16.50315269569459,4.482606504869421,52.438071864801906,57.758554207303085,50.54067465636101,2.8544217491667494,11.948609442012012,25.09893116967767,1.0675930279975707
2024-07-08 19:10:00,7.1167201693716775,9.438194708033258,27.903497934555308,30.62892958368456,32.63530380333521,69.09074758896764,255.25271557089908,222.0828018880206,10.666656493843435,16.084646389998586,4.4186107990364425,53.55461898151049,57.266131579918145,50.299007131959115,2.3214745386615805,9.717692418837375,26.266803328339705,0.8883312075520824
2024-07-08 19:15:00,7.01547033696929,9.519786541115693,29.088979312751302,31.439518313236515,34.116907537671715,71.7075900775105,266.0644117266297,233.97201372114537,9.882588437731949,15.863284839727608,4.346524728024822,52.2088828635901,57.0022127939076,50.02397678938221,2.504316204146402,10.483067630556839,25.38039637854525,0.9358880548845815
2024-07-08 19:20:00,7.029483282601573,9.460830692288178,28.84526656851948,30.995706133172863,33.87043206951635,67.47667355637661,264.3982958400983,231.1626379310328,10.359089650439362,16.3899490852586,4.486619173367555,53.03485199866684,57.62618587575007,50.555750891504026,2.4313474096866052,10.17762025694813,25.978400565652564,0.9246505517241312
2024-07-08 19:25:00,6.795747084832959,9.131365876279574,28.5481102053856,31.23319188294049,33.75273217246395,71.83257215160754,253.80151272227377,220.94390482152545,10.148611889368492,16.25905504952992,4.449940961849926,52.67320105586816,57.47237019632688,50.41760897113397,2.335618791446615,9.77690026099553,25.959302636521986,0.8837756192861018
2024-07-08 19:30:00,7.033094625231125,9.533336774647088,28.19717250717782,30.60191913699798,33.2886872238444,67.85197341730888,267.01668950970156,234.78815391380593,9.87416410934498,16.230461290158956,4.123910196391724,52.19404364034705,57.43865943406084,49.15494664611535,2.5002421494159632,10.466013637455221,25.51274045297593,0.9391526156552237
2024-07-08 19:35:00,6.953978233844039,9.210401062401123,28.383408038329858,30.300328217206452,33.14954175429576,69.65171930325761,245.14833679120989,213.18195546236996,10.001281358786906,15.900765395322296,4.064334574730704,52.41706652857289,57.047070972178915,48.91709370044211,2.256422828557085,9.445385960339957,25.954295337486297,0.8527278218494798
2024-07-08 19:40:00,7.063181563119526,9.560806982091918,28.044226264390108,29.981179046182888,33.05691883492524,67.12137624856764,269.56759986150456,237.18455512359893,10.101558626828949,16.093256763542115,4.188229347534585,52.591669832452155,57.27634825515435,49.40918016448463,2.497625418972392,10.455060003818433,25.783457939318584,0.9487382204943957
2024-07-08 19:45:00,6.845699104734286,8.584159509539614,28.48573879678387,30.850623028754047,33.37118149122538,71.4331022124425,198.25797237014277,166.2167703114081,10.253813545585214,15.891385190506066,3.896003322643359,52.85458120541578,57.03585099930291,48.23222188663641,1.7384604048053278,7.277195254515102,27.243734081084952,0.6648670812456324
2024-07-08 19:50:00,7.074392712272828,9.10809922756786,28.84670572784428,31.13780926445916,33.6600509576401,65.92387341232023,224.0835535962053,192.3525980601273,9.872544650684704,15.86587273197579,3.9925381534174686,52.1911900412472,57.00531235294334,48.6273408256223,2.033706515295033,8.513095473025007,26.322217847344355,0.7694103922405092
2024-07-08 19:55:00,6.880432162319571,8.929803743276558,28.093719348928328,29.839742889450143,33.133106132364546,68.43019210628772,225.3573373546321,193.51049737629765,9.770061333479278,16.106443477176075,3.970335167679117,52.00996889768235,57.29198794439332,48.53703237894157,2.0493715809569872,8.578669437885948,26.26949773345821,0.7740419895051907
2024-07-08 20:00:00,7.137535379906218,9.045723329923252,27.717840982039387,29.540545478297588,32.55262564291708,71.07513282213755,211.46532598716783,180.068762689125,9.699436275529749,15.876908204472656,3.820218818040429,51.88434383683249,57.01852592927251,47.91743647459975,1.9081879500170338,7.987674758771304,26.473952980491195,0.7202750507565
2024-07-08 20:05:00,6.883831212062316,8.775414131064245,27.791305193876592,29.303155320622164,32.81212587598872,68.25086012342221,210.81076823697333,179.472726407209,9.805443319490967,15.585141818754678,3.947456691518696,52.07267744367592,56.66709208965552,48.443623545058315,1.8915829190019293,7.918166098942076,26.62368604077896,0.717890905628836
2024-07-08 20:10:00,6.886570566046889,8.956683040935477,27.902961317187795,29.579529141096113,32.82704287589983,72.71813027104758,227.61017748055835,196.5128971808203,9.767830180567094,15.69869451001344,3.6307556091575055,52.00600948794054,56.80438388087739,47.111814891113674,2.070112474888588,8.66549081988363,26.266276453526377,0.7860515887232812
2024-07-08 20:15:00,6.874639802906328,8.787877333533281,27.78793530113101,29.620889627986063,32.557870661839935,67.68787417842306,215.13316882450655,183.53775027816909,10.026327458434068,15.82779883290548,3.7412922549979224,52.46078588258185,56.95967660372033,47.58514250182395,1.9132375306269527,8.008812303204424,26.862056529709047,0.7341510011126764
2024-07-08 20:20:00,6.862593129118177,8.569233322774869,28.41471729915702,29.7863444281377,33.41824863996177,70.31007330933262,195.5471261836323,164.4664796147862,10.110027967981498,15.462536887719429,3.5080817131451547,52.60636368271129,56.51810481205251,46.57512861347929,1.7066401936566917,7.1439958506469114,27.372234009055994,0.6578659184591449
2024-07-08 20:25:00,7.029487406691928,8.843552102857247,28.64353689806883,30.289270785459387,33.48826879655893,68.60079408708094,203.21167039606644,172.35996232110355,9.637848064515447,15.652563528096929,3.561296482350508,51.774294442722,56.7486889535952,46.80945012912391,1.8140646961653193,7.593674818148027,26.76064952247013,0.6894398492844143
2024-07-08 20:30:00,7.10644710461916,9.21995371492817,28.45041515310516,29.931122127904196,32.91287217758691,73.65501461016899,231.1302572750264,200.4072930382744,9.529119525729138,15.61819518041274,3.5756495306101215,51.578861948981654,56.70712413513391,46.872251014659845,2.1135066103090105,8.847138670753518,26.124859785354857,0.8016291721530976
2024-07-08 20:35:00,6.918241429890998,8.573693113486716,27.68537813747384,29.513005778927827,32.471513091634264,71.044847515237,185.61131027163964,155.3510383223694,9.188016052249544,15.574735655104858,3.4975202419158395,50.95593157862794,56.654477118857514,46.52834175670618,1.6554516835957171,6.929720747531672,26.78481818156285,0.6214041532894775
2024-07-08 20:40:00,7.0505147665545636,8.22245050388153,27.936027213182673,29.624118290214316,32.966255603030255,72.80878951663256,141.35829481022404,111.07733951858198,9.417003548653684,15.484933262779492,3.3790184802088707,51.375777660314384,56.545379120985174,45.99680699796816,1.171935737326967,4.905722996450684,28.814976897900166,0.4443093580743279
2024-07-08 20:45:00,7.161069454205667,8.74037052145646,28.229057461884132,29.350417441639543,32.93020779400264,72.3276982732174,181.74855555359449,151.19878328693716,9.654530279213631,15.41221693045441,3.483025056989238,51.8041493797335,56.456728956609666,46.463975125620415,1.5793010672507934,6.610954267511821,27.492030378543152,0.6047951331477486
